company_name,pt_seafood_database_id,country_hq,main_segment,seg_feed,seg_fishing,seg_aquaculture,seg_processing,seg_wholesale,seg_retail,seg_foodservice,description,website,species_disclosure,revenue_usd_mn,market_cap_usd_mn,ebit_margin,return_on_equity,sustainability_assessment_cat1_transparency_score,sustainability_assessment_cat2_ocean_health_score,sustainability_assessment_cat3_management_governance_score,sustainability_assessment_cat4_fishing_practices_score,sustainability_assessment_cat5_compliance_enforcement_score,sustainability_assessment_cat6_stock_sustainability_score,reporting_precision,n_distinct_countries,n_distinct_species,species_clean,regions,enterprise_value_usd_mn,net_debt_ebitda
BREMNES SEASHORE,ID_23,Norway,Aquaculture,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"Bremnes Fryseri is a real estate holding company that owns several firms involved in the salmon industry, including Bremnes Seashore (smolt production, salmon harvesting, and processing), Salmon Brands (SALMA brand sales and marketing), and Sjór (global sales of whole and processed salmon).",http://www.seashore.no,Planet Tracker found full species disclosure for the entire seafood portfolio of this company,,,,,2,2,2,0,2,0,0.6197031547442695,4,2,"Atlantic Salmon, Salmon",Hardanger; Rogaland; Sunnhordland; World,,
SURAPON FOODS,ID_230,Thailand,Processing,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"The Surapon Foods Public Company Limited group is a frozen food manufacturer, specializing in premium frozen shrimp products and ready-to-cook processed chicken items. They also offer a range of seafood including squid, prawns, pangasius, crab, and eel.",surapon.com,Planet Tracker found species disclosure for part of the seafood portfolio of this company,158.3947267,,5.401679204,7.266483951,1,1,2,1,1,1,0.5784414404241799,1,6,"Crab, Pangasius, Prawn, Shrimp, Squid",Thailand,72.36378308551612,0.29330516279642216
TASSAL GROUP LIMITED,ID_231,Australia,Integrated,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"Tassal Group Limited is an Australian company specializing in the farming, processing, and marketing of Atlantic salmon, tiger prawns, and various other seafood products.",http://www.tassalgroup.com.au,Planet Tracker found species disclosure for part of the seafood portfolio of this company,560.8106243,617.6282329,7.28927346,6.806337439,3,3,3,0,2,2,0.912950071653976,4,6,"Atlantic Salmon, Lates Calcarifer, Penaeus Monodon, Prawn, Salmo Salar","New South Wales, Australia; Queensland, Australia; Tasmania, Australia; Western Australia, Australia (Cone Bay)",1071.954851291,3.4790815646862567
TECH-BANK FOOD CO LTD (TIANBANG FOOD CO LTD),ID_232,China,Feed,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"Tech-Bank Food Co., Ltd. is a diversified Chinese agricultural company focusing on the pork and aquatic sectors. Its operations include feed production, pig breeding and farming, pork processing, and the development, manufacturing, and sale of animal vaccines and feed products.",http://www.tianbang.com,Planet Tracker found species disclosure for part of the seafood portfolio of this company,1337.339536,763.8779011,5.498456412,49.50807985,1,0,1,0,0,0,0.6701358900335066,1,9,"Cod, Croaker, Dragon Fish, Hairtail, Macrobrachium Rosenbergii, Prawn, Shrimp, Silver Pomfret",China,1632.9901258260304,4.363921044743778
THAI UNION GROUP PUBLIC COMPANY LIMITED,ID_233,Thailand,Processing,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Thai Union is a Thailand-based group that specializes in processing and exporting frozen and canned seafood. It is one of the largest producers of processed tuna and shrimp.,http://www.thaiuniongroup.com,Planet Tracker found species disclosure for part of the seafood portfolio of this company,3922.767892,,5.378694478,8.938766599,3,2,3,2,3,3,0.8152777595445616,78,71,"Alaska Pollock, Albacore, Albacore Tuna, American Lobster, Anchoveta, Argentinean Red Shrimp, Atlantic Chub Mackerel, Atlantic Cod, Atlantic Herring, Atlantic Mackerel, Atlantic Salmon, Atlantic Seabob, Basa, Bay Scallop, Bigeye Tuna, Capelin, Caribbean Spiny Lobster, Cephalopod, Chilean Mussel, Cichlidae, Cinnabar Goatfish, Clam, Cod, Common Octopus, Crab, European Pilchard, European Sprat, Finfish, Giant River Prawn, Giant Tiger Prawn, Goatfish Spp, Greasyback Shrimp, Haddock, Herring, Indian Oil Sardine, Jonah Crab, Jumbo Flying Squid, Largehead Hairtail, Lobster, Lumpfish, Mackerel, Mahi-Mahi (Common Dolphinfish), New Zealand Green Mussel, Pacific Chub Mackerel, Pacific Cod, Pacific Saury, Pangasius, Pink Salmon, Rainbow Shrimp, Rainbow Troutsteelhead Trout, Red Squat Lobster, Red Swamp Crawfish, Red Swimming Crab (Warty Swimming Crab), Salmon, Scallop, Shellfish, Shrimp, Skipjack Tuna, Snow Crab (Queen Crab), Sockeye Salmon, Swimming Crab (Multispecies), Swordfish, Tilapia, Tuna, Yellowfin Sole, Yellowfin Tuna",Argentina; Australia; Bahamas; Bangladesh; Brazil; Canada; Cape Verde; Chile; China; Cook Islands; Costa Rica; Denmark; Ecuador; Egypt; El Salvador; Estonia; Faroe Islands; Fiji; Finland; France; Germany; Ghana; Greenland; Guyana; Honduras; Iceland; India; Indonesia; Ireland; Ivory Coast; Jamaica; Japan; Kiribati; Latvia; Malaysia; Maldives; Marshall Islands; Mauritania; Mexico; Micronesia; Morocco; Myanmar; Namibia; Nauru; Netherlands; New Zealand; Nicaragua; Norway; Oman; Pakistan; Palau; Panama; Papua New Guinea; Peru; Philippines; Poland; Portugal; Russia; Senegal; Seychelles; Solomon Islands; South Africa; South Korea; Spain; Sri Lanka; Sweden; Taiwan; Thailand; Tokelau; Tuvalu; United Kingdom; United States; Usa; Vanuatu; Venezuela; Vietnam; World,3508.71894928875,4.646775495802333
THE FISHIN COMPANY,ID_234,United States of America,Wholesale/Distribution,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"The Fishin Company is a minority-owned seafood importer and distributor based in Munhall, Pennsylvania. It globally sources and sells a range of fresh and frozen seafood, including shrimp, tilapia, cod, salmon, and tuna, along with prepared frozen products like fish sticks and crab cakes.",https://fishincompany.com,Planet Tracker found species disclosure for part of the seafood portfolio of this company,,,4.480052,0.163844,2,2,2,1,2,3,0.6755075386574158,8,23,"Ahi Tuna, Atlantic Salmon, Bay Scallops, Cichlidae, Coho Salmon, Grouper, Keta Salmon, King Crab, King Salmon, Mussel, Oreochromis, Pink Salmon, Salmonidae, Sea Scallops, Shrimp, Snapper, Snow Crab, Sockeye Salmon, Steelhead Trout, Sword Fish, Tilapia",Canada; Chile; China; India; Russia (Far East); United Kingdom; Us; Usa,,0.3752670391452995
THUAN PHUOC FISHERIES AND TRADING JOINT STOCK COMPANY,ID_235,Viet Nam,Processing,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,Thuan Phuoc Fisheries and Trading Joint Stock Company is a Vietnamese producer and exporter of frozen seafood products.,http://www.thuanphuoc.vn,Planet Tracker found full species disclosure for the entire seafood portfolio of this company,,,,,1,1,2,1,2,1,0.823505312672602,7,3,"Amadai, Nobashi Shrimp, Vannamei Shrimp","Ben Tre, Vietnam; Da Nang, Vietnam; Hue, Vietnam; Phu Yen, Vietnam; Quang Nam, Vietnam; Quang Tri, Vietnam; Soc Trang, Vietnam",,
TIANJIN CHIA TAI,ID_236,China,Feed,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Tianjin Chia Tai, a wholly-owned subsidiary of the Thai multinational Charoen Pokphand Group (Chia Tai Group), is a major domestic producer of compound premix feed, located in the Tianjin Binhai New Area.",http://www.cppremix.cn,Planet Tracker did not find sufficient species disclosure for the seafood portfolio of this company,,,,,2,3,3,0,2,3,,1,0,,China,,
TOHTO SUISAN CO LTD,ID_237,Japan,Wholesale/Distribution,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Tohto Suisan is a Japanese company specializing in cold storage and wholesaling of marine products, with additional interests in real estate leasing. Its international operations, including fish manufacturing and processing, are managed by its Canadian subsidiary, ATC (Aero Trading Co., Ltd.).",http://www.tohsui.co.jp,Planet Tracker found full species disclosure for the entire seafood portfolio of this company,692.3734413,28.45105913,2.819602679,9.897366537,1,1,2,1,1,2,0.7935177376719439,3,5,"Istiophoridae, Oncorhynchus, Thunnus Albacares, Thunnus Obesus, Thunnus Thynnus","Hokkaido, Japan; Kushiro, Japan; Tokyo, Japan",137.03500179252183,-1.4022589052997394
TOKYO ICHIBAN FOODS,ID_238,Japan,Integrated,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Tokyo Ichiban Foods is a Japanese integrated seafood company involved in farming, processing, and distribution. It also operates restaurants (including Sakana-no-mama and Fuguyoshi Souhonten) and retail outlets.",https://www.tokyo-ichiban-foods.co.jp,Planet Tracker found species disclosure for part of the seafood portfolio of this company,49.23269201,16.07685585,2.99787847,2.482487147,1,1,1,0,1,1,0.6613273449230721,7,7,"Blowfish, Salmon, Squid, Takifugu Rubripes, Thunnus Orientalis, Tuna, Yellowtail","Hirado, Nagasaki, Japan; Koto-Ku, Tokyo, Japan; Nagasaki; New York, Usa; Saiki, Oita, Japan; Tokyo; Tokyo Metropolitan Area, Japan",35.65807246478972,2.656630075564596
TOYO SUISAN KAISHA LIMITED,ID_239,Japan,Integrated,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,"Toyo Suisan Kaisha Limited, or Toyo Suisan, is a Japanese food company specializing in a diverse range of processed products, including ramen noodles (Maruchan brand), seafood, and other frozen and refrigerated foods.",https://www.maruchan.co.jp,Planet Tracker found species disclosure for part of the seafood portfolio of this company,3381.778742,4875.710186,13.60659124,12.82569668,2,2,2,1,2,2,0.18026106068699363,2,20,"Carangidae, Clupeidae, Fish, Gadidae, Nephropidae, Osmeridae, Salmon, Salmonidae, Scomberesocidae, Scombridae, Shellfish, Shrimp, Trout, Unagi Eel",Japan; Usa,4815.00759853314,-2.8688233362451165
BRIGHT FOOD GROUP,ID_24,China,Processing,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,"Bright Food (Group) Co Ltd. is a Chinese food and beverage manufacturer and distributor with operations spanning agriculture, food service, processing, production, and distribution. Its seafood interests are primarily handled by its subsidiary, Shanghai Kaichuang Marine International.",https://www.brightfood.com,Planet Tracker found full species disclosure for the entire seafood portfolio of this company,,,,,1,1,1,1,2,1,0.7129751047547173,5,6,"Peony Shrimp, Red Shrimp, Scombridae, Sockeye (Salmon), Tuna",Argentina; China; Kiribati; Marshall Islands; Spain,,
TONGWEI FOOD,ID_240,China,Feed,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,"Tongwei is a China-based conglomerate focused on the research, development, production, and sale of aquatic products, livestock, and poultry products, operating through multiple subsidiaries.",http://www.tongweifood.cn,Planet Tracker found species disclosure for part of the seafood portfolio of this company,12719.98096,6821.872858,-7.246901861,-12.79952006,1,1,2,0,1,1,0.4194763269709031,1,18,"Acipenseridae, Cichlidae, Fish, Mandarin Fish, Mullet, Murray Cod, Salmonidae, Sciaenidae, Sea Bass, Shellfish, Shrimp, Squid, Tilapia",China,24855.04368595187,26.78103892386569
TRIDENT SEAFOODS,ID_241,United States of America,Integrated,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"Trident Seafoods is North America's largest vertically integrated seafood company, headquartered in Seattle, Washington, primarily focused on commercial fishing and initial processing operations in Alaska.",tridentseafoods.com,Planet Tracker found species disclosure for part of the seafood portfolio of this company,,,12.891451,0.291696,2,2,2,2,3,3,0.7427727613476413,19,24,"Alaskan Snow Crab, Alaskan Sockeye Salmon, Chilean Seabass, Cichlidae, Coho Salmon, Flounder/Sole, Gadus Chalcogrammus, Gadus Macrocephalus, Haddock, Halibut, Keta Salmon, King Crab, Oncorhynchus, Pacific (Alaskan) Cod, Pacific Rockfish, Pink Salmon, Shellfish, Shrimp, Steelhead, Swordfish, Tilapia, Wild Alaska Pollock","Alaska; Alaska Peninsula And Aleutian Islands (Area M), Usa; Brazil; China; El Salvador; False Pass, Alaska, Usa (Plant Sold To Silver Bay Seafoods); France; Georgia; Germany; Japan; Kodiak, Alaska, Usa (Plant Sold To Pacific Seafood In Late 2024); Mexico; Minnesota; Netherlands; Saint Paul, Alaska, Usa (Plant Closed Through 2025); Southeast Alaska, Usa; Unalaska, Alaska, Usa (New Plant Construction Delayed); Washington",,0.747861489206809
TRIPLENINE GROUP AS,ID_242,Denmark,Integrated,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Triple Nine Group specializes in the manufacturing and sale of fish meal and fish oil.,http://www.999.dk,Planet Tracker found species disclosure for part of the seafood portfolio of this company,,,,,1,2,2,1,1,3,0.5399974867663737,7,9,"Ammodytes Marinus, Clupea Harengus, Fish, Platichthys Flesus, Scomber Scombrus, Sprattus Sprattus, Trachinus Draco","Denmark; Fao 27, Ices 3.A, 4 (Skagerrak, Kattegat, And North Sea); Fao Area 27, Ices Divisions 4a-C; North Sea, Skagerrak And Kattegat (Ices In Subarea 4 And Division 3.A); North Sea, Skagerrak And Kattegat, Eastern English Channel (Subarea 4 And 7.D); Northeast Atlantic And Adjacent Waters (Ices Subareas 18 And 14, And In Division 9.A); Skagerrak, Kattegat, Sound, Belt Sea, And Baltic Sea (Subarea Iii) And North Sea (Subarea Iv)",,0.0
TSP LIVESTOCK AND DEVELOPMENT CORP,ID_243,Philippines,Feed,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"TSP Marine Industries, a subsidiary of TSP Livestock and Development Corporation, is a fully integrated tuna company involved in fishing, processing, wholesale/distribution, retail, and foodservice.",https://tspmi.com.ph,Planet Tracker found full species disclosure for the entire seafood portfolio of this company,,,,,1,1,1,1,1,1,0.1180706003499601,6,3,"Scombridae, Tuna",Europe; Japan; Papua New Guinea; Philippines; Thailand; Vietnam,,
TSUKIJI UOICHIBA COMPANY LIMITED,ID_244,Japan,Wholesale/Distribution,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Tsukiji Uoichiba Company Limited specializes in marine products, with operations including seafood processing and wholesale, refrigerated warehousing, and real estate.",http://www.tsukiji-uoichiba.co.jp,Planet Tracker found species disclosure for part of the seafood portfolio of this company,387.8076122,26.36550237,0.061327746,3.238866397,1,1,2,0,1,1,0.6721207315490276,2,18,"Katsuwonus Pelamis, Ostreidae, Pagrus Major, Paralichthys Olivaceus, Ruditapes Philippinarum, Salmonidae, Sardinops, Scomber, Seriola, Shellfish, Takifugu, Thunnus, Thunnus Maccoyii, Thunnus Obesus, Trachurus Japonicus","Japan; Tokyo, Japan",71.97110998914945,7.7556109725685785
UOKI,ID_245,Japan,Wholesale/Distribution,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Uoki is a Japanese food company specializing in the retail sale of fresh seafood, sushi, and prepared foods, and also operates conveyor belt sushi restaurants. The company is based in Fujisawa, Kanagawa, Japan.",uoki.co.jp,Planet Tracker found species disclosure for part of the seafood portfolio of this company,65.11079789,9.803068645,0.734000434,5.001621083,1,1,1,1,1,1,0.46920706161246123,1,15,"Anguilla Japonica, Crab, Doederleinia Berycoides, Mackerel, Octopodidae, Octopus, Oncorhynchus, Oyesters, Salmon, Scallops, Scomber Japonicus, Shrimp, Squid, Thunnus, Tuna",Japan,16.15546466094555,-2.4625273129309555
UORIKI,ID_246,Japan,Retail,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"Uoriki is a Japan-based company specializing in the retail of fresh fish and sushi, wholesale distribution of fishery products, and operating in the food and beverage sector.",https://www.uoriki-seafoods.com,Planet Tracker found full species disclosure for the entire seafood portfolio of this company,240.111974,107.9722264,4.355171663,8.115544731,1,1,2,1,1,1,1.0,4,8,"Brama Japonica, Corbicula Japonica, Evistias Acutirostris, Lateolabrax Japonicus, Oncorhynchus Kisutch, Plecoglossus Altivelis, Thunnus Thynnus, Trachurus Japonicus",Hong Kong; Japan; Thailand; Usa,165.85659914060116,-5.010653641201942
VICIUNAI UAB,ID_247,Lithuania,Wholesale/Distribution,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Viciunai UAB is a Lithuanian company, established in 1991, specializing in the international transportation of temperature-controlled food products.",http://www.rido.lt,Planet Tracker found species disclosure for part of the seafood portfolio of this company,,,,,2,2,2,0,2,3,0.3960321255201401,4,9,"Finfish, Gadus Chalcogrammus, Macruronus Novaezelandiae, Merluccius Productus, Oyster, Salmonidae, Shellfish, Shrimp","Europe, Asia, Usa; Lithuania; Lithuania, Estonia; Lithuania, Estonia, Spain",,
VINH HOAN CORP,ID_248,Viet Nam,Integrated,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Vinh Hoan Corporation is a Vietnam-based, vertically integrated seafood company specializing in the cultivation, processing, and export of fresh, frozen, and value-added Pangasius products.",http://vinhhoan.com,Planet Tracker found full species disclosure for the entire seafood portfolio of this company,517.8089219,330.8651505,9.915953471,14.40659296,2,2,3,0,1,3,0.8686942787885735,4,3,"Pangasius, Pangasius Hypophthalmus",China; Europe; United States; Vietnam,640.6225328338169,-0.372894525076571
WOOSUNG FEED CO LTD,ID_249,Republic of Korea,Feed,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Woosung Feed Co.,Ltd. manufactures, supplies, and distributes various feed products for the livestock and aquaculture industries.",http://www.woosungfeed.co.kr,Planet Tracker found full species disclosure for the entire seafood portfolio of this company,444.6309179,13.8924173,1.417367899,10.29087374,1,1,1,0,1,1,0.4425957523519628,2,12,"Channidae, Cichlidae, Cyprinidae, Pangasiidae, Penaeus Monodon, Ranidae, Salmonidae",Korea; Vietnam,101.91784828605482,4.926489180842987
BRIM HF,ID_25,Iceland,Fishing,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Brim is a company involved in the fishing and processing of ground fish and pelagic fish.,http://www.hbgrandi.is,Planet Tracker found species disclosure for part of the seafood portfolio of this company,421.2123184,456.432186,11.77327187,8.557520557,2,3,3,2,2,3,0.5786614823115498,2,9,"Blue Whiting, Cod, Greenland Halibut, Haddock, Herring, Mackerel, Redfish, Saithe, Silver Smelt",Iceland; North Atlantic,1397.2984024840162,5.159071460002642
XINJIAN GROUP,ID_250,China,Processing,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Xinjian Group is a state-owned enterprise involved in aquaculture, seed cultivation, feed processing, fish product processing and sales, as well as agriculture, tourism and catering services.",http://ylxjzy.com,Planet Tracker found species disclosure for part of the seafood portfolio of this company,,,,,1,1,1,0,0,1,0.6263761350019651,3,16,"Acipenser, Bearded Catfish, Bighead Carp, California Bass, Carp, Cichlidae, Freshwater Grouper, Herring, Largemouth Catfish, Puffed Fish, Scylla Serrata, Shellfish, Tilapia, Wasp Fish, Yellow Catfish","Xinjiang; Xinjiang (First Division, Aral City); Xinjiang (Seventh Division, 124th Regiment, Wusu)",,
XINJIANG TIANYUN ORGANIC AGRICULTURE CO LTD,ID_251,China,Processing,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,"Xinjiang Tianyun Organic Agriculture Co., Ltd. is a Chinese company established in 2014 in Nilek County, Xinjiang, specializing primarily in the farming, processing, storage, and transportation of salmon.",https://tianyunsanwenyu.cn,Planet Tracker found full species disclosure for the entire seafood portfolio of this company,,,,,1,2,1,0,1,1,0.5046401358066954,9,2,"Oncorhynchus Mykiss, Salmon",Central Asian States; China; Denmark; Eastern Europe; Europe; Kazakhstan; Middle East; Southeast Asia; United States,,
YAIZU TUNA FISHERIES,ID_252,Japan,Fishing,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,"Yaizu Tuna operates six distant‑water tuna longliners targeting southern bluefin, bigeye and yellowfin tuna, mainly in the Pacific and Indian oceans.",https://yaizumaguro.com,Planet Tracker found full species disclosure for the entire seafood portfolio of this company,,,,,1,1,1,1,1,1,0.14285657142742855,1,6,"Bigeye Tuna, Southern Bluefin Tuna, Thunnus Albacares, Thunnus Maccoyii, Thunnus Obesus, Yellowfin Tuna","Pacific Ocean, Indian Ocean",,
YAMAE HISANO CO LTD,ID_253,Japan,Wholesale/Distribution,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,"This company is a wholesale distributor specializing in processed food, frozen goods, grains, alcoholic beverages, feed, timber, and construction materials. It also operates food processing facilities for fresh vegetables, producing ready-to-sell side dishes for convenience stores and major retailers, and maintains a cooperative delivery and timber processing system.",http://www.yamaehisano.com,Planet Tracker found species disclosure for part of the seafood portfolio of this company,4928.808027,291.5919572,1.941303445,10.8125187,1,1,2,1,1,1,0.41266178645471885,2,12,"Alaska Pollock Roe, Bonito, Katsuwonus Pelamis, Kelp, Mackerel, Oyster, Sardines, Scallop, Seaweed, Shrimp, Wakame, Yellowtail",Deep-Sea (Location Unspecified); Japan,926.795137374872,2.800022482587981
YOKOHAMA GYORUI,ID_254,Japan,Wholesale/Distribution,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"Yokohama Gyorui is a Japanese food company, established in 1950, specializing in the production and sale of processed seafood products.",http://www.yokohamagyorui.co.jp,Planet Tracker found species disclosure for part of the seafood portfolio of this company,131.6395271,14.26803352,0.619674395,7.184333603,1,1,1,1,2,1,0.6175236599418681,1,17,"Bigeye Tuna, Bonito, Flying Fish, Indian Tuna, Japanese Anchovy, Mackerel, Octopodidae, Octopus, Salmon, Sardines, Scabbard Fish, Scallop, Shell Fish, Shrimp, Snow Crab, Squid",Yokohama City,21.825003067508845,-1.107835453467575
YOKOHAMA MARUUO CO LTD,ID_255,Japan,Wholesale/Distribution,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Yokohama Maruuo Co., Ltd. is a Japanese company specializing exclusively in the wholesale distribution of marine products.",http://www.yokohama-maruuo.co.jp,Planet Tracker found full species disclosure for the entire seafood portfolio of this company,255.1041429,19.42697439,0.690272545,2.878291347,1,1,2,0,1,2,0.30688760157425715,1,3,"Oncorhynchus, Seriola, Thunnus",Japan,26.998086329711782,-4.612434160463544
YOKOHAMA REITO LTD,ID_256,Japan,Wholesale/Distribution,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Yokohama Reito Group is a diversified business involved in the aquaculture, processing, warehousing, and distribution of marine, livestock, and other food products. Its operations include refrigerated storage, food sales (processing and distribution), and real estate leasing.",http://www.yokorei.co.jp,Planet Tracker found species disclosure for part of the seafood portfolio of this company,807.8548992,272.7052545,4.028393386,5.239494035,2,1,1,1,1,2,,0,3,"Crab, Salmon, Shrimp",,1025.7521847413932,7.930309914002921
YONKYU CO LTD,ID_257,Japan,Integrated,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"This company specializes in the integrated seafood value chain, encompassing feed production, fish farming, and the sale of processed fish. It also maintains a division for general cargo transportation.",http://www.yonkyu.co.jp,Planet Tracker found species disclosure for part of the seafood portfolio of this company,312.1040505,,4.30914305,4.454718069,2,2,2,0,1,1,0.8665080784389722,3,8,"Amberjack, Anguilla Japonica, Bluefin Tuna, Buri, Finfish, Seriola Lalandi, Thunnus Orientalis, Yellowtail",China; Japan; Korea,,-4.88317293175695
YOSHIMURA FOOD HOLDINGS KK,ID_258,Japan,Processing,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Yoshimura Food Holdings KK is a holding company overseeing 27 food-related subsidiaries, with 14 of those specializing in seafood.",https://www.y-food-h.com,Planet Tracker found species disclosure for part of the seafood portfolio of this company,347.5621921,96.37586804,4.880979688,12.70661786,2,1,2,1,1,1,0.4541792114331082,2,41,"Abalone, Alaska Pollack, Anchovy, Ayu, Black Cod, Bonito, Crab, Crawfish, Flying Fish, Grouper, Herring, Hijiki, Lobsters, Mackerel, Mussel, Octopodidae, Octopus, Oyster, Pectinidae, Prawn, Salmon, Salmonidae, Scallop, Scombridae, Sea Cucumber, Shark Fin, Shellfish, Shrimp, Sole Fish, Sprat, Squid, Threadfin, Tilefish, Trout, Tuna, Wakame, Walleye Pollack, Yellowtail","Hokkaido, Japan; Japan",368.494835304336,5.061087798376193
YOUNG'S SEAFOOD LTD,ID_259,United Kingdom,Processing,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Young's Seafood Ltd., a subsidiary of Karro Foods Group Limited, specializes in processing and distributing seafood products.",http://www.youngseafoods.co.uk,Planet Tracker found species disclosure for part of the seafood portfolio of this company,,,,,1,2,3,1,2,3,0.7966071804848359,1,23,"Alaska Pollock, Atlantic Salmon, Basa, Cape Hake, Cod, Coley, Gadus Morhua, Herring, King Prawn, Langoustine, Lemon Sole, Mackerel, Melanogrammus Aeglefinus, Nephrops Norvegicus, Oncorhynchus Gorbuscha, Pacific Cod, Pink Salmon, Plaice, Seabass, Shellfish, Tiger Prawn",United Kingdom,,-0.24148606811145512
BRUNSWICK CORP,ID_26,United States of America,Other,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"The Company specializes in the design, manufacturing, and marketing of recreational marine products, including propulsion systems, boats, and associated parts and accessories for both marine and RV sectors.",http://www.brunswick.com,Planet Tracker found full species disclosure for the entire seafood portfolio of this company,5237.1,4196.126968,8.090355349,7.503078121,0,2,3,0,0,0,0.866595782357611,4,1,Katsuwonus Pelamis,"Canada, Bay Of Fundy; Canada, Caribbean; Caribbean; South East Asia",6587.432,3.1270175438596493
YUTAKA FOODS CORP,ID_260,Japan,Processing,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,"Yutaka Foods Corporation, established in 1919 and based in Chita, Japan, is a food processing company specializing in a diverse range of products including liquid seasonings, powdered foods, chilled foods, and instant noodles.",https://www.yutakafoods.co.jp,Planet Tracker found species disclosure for part of the seafood portfolio of this company,91.19599801,20.30327075,4.252390611,2.095459837,1,1,1,1,1,1,0.46000239129813225,1,10,"Anguilla Japonica, Bonito, Kelp, Mackerel, Octopodidae, Octopus, Oyster, Salmon, Tuna, Yellowtail",Japan,43.43973860632241,-5.366361365528726
ZHANJIANG GUOLIAN AQUATIC PRODUCTS CO LTD,ID_261,China,Aquaculture,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"Zhanjiang Guolian Aquatic Products Company Limited is a Chinese company focused on the seafood supply chain, including research, breeding, processing, trading, and export. It also supplies aquatic seeds and feed products.",http://www.gl-fish.com,Planet Tracker found species disclosure for part of the seafood portfolio of this company,471.0115688,,-18.34091828,-33.63717774,1,1,1,0,1,1,0.752057326420001,5,9,"Lithodidae, Pangasianodon Hypophthalmus, Penaeus Monodon, Perna Canaliculus, Pleoticus Muelleri, Shellfish",Argentina; China; New Zealand; Saudi Arabia; United States,761.9848484267432,-2.148465786875321
ZHEJIANG OCEAN FAMILY,ID_262,China,Integrated,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,"Zhejiang Ocean Family Co., Ltd. is a vertically integrated seafood company specializing in ocean fishing, aquatic product processing, import/export trade, and domestic marketing.",http://www.zheyu.cn,Planet Tracker found species disclosure for part of the seafood portfolio of this company,,,,,1,1,1,1,1,2,0.7022196923299716,9,15,"Albacore, Albacore Tuna, Argentinian Squid, Bigeye Tuna, Peru Squid, Scombridae, Shellfish, Shrimp, Skipjack, Skipjack Tuna, Squid, Sward Fish, Yellowfin Tuna",Argentina; China; Indian Ocean; Japan; Kiribati; Pacific Ocean; Southwest Atlantic Ocean; Usa; Vanuatu,,
